Id,Start,Name,Impact,Currency
87b69f7d-6937-4b81-ac80-0bb0087825fd,08/05/2020 07:55:00,HCOB Composite PMI,MEDIUM,EUR
8a7fcd71-24f2-4f5a-bcfc-2b28c70eef85,08/05/2020 07:55:00,HCOB Services PMI,LOW,EUR
8e84cfb9-ff33-4c58-b7ea-624db7b215a4,08/05/2020 08:30:00,S&P Global/CIPS Services PMI,LOW,GBP
c25eb9f8-bb9b-4a18-8617-b0d5a8da4cb2,08/05/2020 08:30:00,S&P Global/CIPS Composite PMI,MEDIUM,GBP
d8002aa3-d1ba-4e42-97d3-01b542350458,08/05/2020 09:30:00,10-y Bond Auction,LOW,GBP
fe5e4665-2ac9-4746-9594-7d9b1baf01a1,08/05/2020 09:40:00,5-y Note Auction,LOW,EUR
fb2c33df-6478-49e4-a11f-cbf495a3f590,08/05/2020 11:00:00,MBA Mortgage Applications,LOW,USD
75fc6c89-25fe-4e2f-a776-66cfa96bcdc5,08/05/2020 12:00:00,BoJ's Governor Kuroda speech,HIGH,JPY
1bce1d2a-633c-4315-969a-ba70e7251f60,08/05/2020 12:15:00,ADP Employment Change,HIGH,USD
ee233581-8803-40cb-8a9e-038453ee3ce3,08/05/2020 12:30:00,Imports,LOW,CAD
62143c57-cb54-40cc-9fe4-60745af0292b,08/05/2020 12:30:00,Exports,LOW,CAD
be8d9eca-ee6e-41f2-a966-c981cda45a89,08/05/2020 12:30:00,International Merchandise Trade,MEDIUM,CAD
d874579c-fbe9-4c1d-9687-f0c02daa9035,08/05/2020 12:30:00,Goods and Services Trade Balance,MEDIUM,USD
54a24428-604b-4208-a082-03ac6566cede,08/05/2020 13:45:00,S&P Global Services PMI,MEDIUM,USD
2594e699-4bf7-4c3f-bf50-970eae121bfb,08/05/2020 13:45:00,S&P Global Composite PMI,MEDIUM,USD
2e9d3a9f-25ee-4dab-b2d7-3cab39754a72,08/05/2020 14:00:00,ISM Services Employment Index,MEDIUM,USD
bf64b80b-ba05-4923-8337-6e48ea8b682d,08/05/2020 14:00:00,ISM Services New Orders Index,MEDIUM,USD
a6388a60-1b50-4e4a-b4d1-aff64b867ba0,08/05/2020 14:00:00,ISM Services Prices Paid,MEDIUM,USD
a07e3270-5924-46a9-a438-b0e6940dce3c,08/05/2020 14:00:00,ISM Services PMI,HIGH,USD
ccc6f348-ca6f-4d15-a806-019ec8e40fae,08/05/2020 14:30:00,EIA Crude Oil Stocks Change,LOW,USD
c6831337-8b2a-481d-86f9-1ae684ec2e65,08/05/2020 23:50:00,Foreign Investment in Japan Stocks,LOW,JPY
0e18ba1a-f11e-4e50-b635-cbed82d9a2d3,08/05/2020 23:50:00,Foreign Bond Investment,LOW,JPY
e2ecad8e-63f1-412d-a916-77bc2389af9a,08/06/2020 03:00:00,RBNZ Inflation Expectations (QoQ),MEDIUM,NZD
f4264bc4-3256-47d2-890a-13fc4138bb50,08/06/2020 06:00:00,Factory Orders s.a. (MoM),MEDIUM,EUR
c680baff-fafd-4a44-80c2-82d7ae9c36fc,08/06/2020 06:00:00,Factory Orders n.s.a. (YoY),LOW,EUR
e797ce72-694a-488e-bf5e-690c6d8fd577,08/06/2020 06:00:00,BoE Minutes,HIGH,GBP
297ba8a9-96bc-40aa-90cf-92191eb1f31c,08/06/2020 06:00:00,Financial Stability Report,MEDIUM,GBP
fafdb766-bcd5-41d6-b5ab-ca7c6ddf2942,08/06/2020 06:00:00,BoE Asset Purchase Facility,HIGH,GBP
1e7b8393-4525-4993-a53a-d08f74192d7d,08/06/2020 06:00:00,BoE Interest Rate Decision,HIGH,GBP
9059bbe1-bb55-49a9-bedb-eed35675b1fc,08/06/2020 06:00:00,Monetary Policy Report,HIGH,GBP
52d1b6c0-816c-4875-96ff-fb4477d937a3,08/06/2020 06:00:00,BoE Monetary Policy Report,HIGH,GBP
783cd672-99f0-4c6e-ba2b-1dcc650f78ce,08/06/2020 08:30:00,S&P Global/CIPS Construction PMI,LOW,GBP
e04ab723-4158-415c-9cf0-94f8bc3b254a,08/06/2020 09:00:00,BoE's Governor Bailey speech,HIGH,GBP
80104bda-80bc-43f0-8c5e-482bc1555886,08/06/2020 11:00:00,BoE MPC Vote Rate Hike,HIGH,GBP
1a8cb274-e124-4cae-a1a1-b34dca45f583,08/06/2020 11:30:00,Challenger Job Cuts,LOW,USD
eaa65a8c-0845-4b9e-b221-2dc429403583,08/06/2020 12:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
9a935efe-69e0-403a-b547-86065de7eacc,08/06/2020 12:30:00,Initial Jobless Claims,MEDIUM,USD
92fda42e-52f8-4776-9106-a5e425f7d544,08/06/2020 12:30:00,Continuing Jobless Claims,MEDIUM,USD
57b9b1ae-a633-406d-9be7-76805c408196,08/06/2020 14:30:00,EIA Natural Gas Storage Change,LOW,USD
080217c3-8a3a-4652-b010-1fa42618dfc1,08/06/2020 15:30:00,4-Week Bill Auction,LOW,USD
731bd3b2-f1a7-4b13-bc7a-b196111c835f,08/06/2020 23:30:00,Overall Household Spending (YoY),MEDIUM,JPY
334bdee4-e039-4f8e-8502-caa574f384de,08/06/2020 23:30:00,Labor Cash Earnings (YoY),LOW,JPY
58edf382-cee8-404f-a789-a764e7f974b4,08/06/2020 23:50:00,JP Foreign Reserves,LOW,JPY
48509bfa-2e2f-4f21-8043-23cb37d418ba,08/07/2020 02:00:00,Exports (YoY) CNY,LOW,CNY
667c644b-c842-4773-8d8f-2fce4819c110,08/07/2020 02:00:00,Imports (YoY),MEDIUM,CNY
597ad0c5-e981-4a89-bf8c-5d670f63627c,08/07/2020 02:00:00,Trade Balance CNY,LOW,CNY
2434444e-78d1-4a1d-8ceb-c2ea4f285b66,08/07/2020 02:00:00,Trade Balance USD,MEDIUM,CNY
3fdc6f24-1527-404c-9619-da38b52c55a5,08/07/2020 02:00:00,Imports (YoY) CNY,LOW,CNY
13798e77-3f54-4776-bc40-f4f2beb41481,08/07/2020 02:00:00,Exports (YoY),MEDIUM,CNY
5586a010-5e01-4a77-82c3-37b83968f29f,08/07/2020 05:00:00,Leading Economic Index,MEDIUM,JPY
de2eeccf-e814-4795-a243-a34604eb9fc2,08/07/2020 05:00:00,Coincident Index,LOW,JPY
c4a18d0f-21fe-4977-95c4-762d5da8be92,08/07/2020 06:00:00,Industrial Production n.s.a. w.d.a. (YoY),LOW,EUR
41c89e01-cbbd-4cf3-809b-946519a2d3b9,08/07/2020 06:00:00,Current Account n.s.a.,LOW,EUR
baaa15d3-c3ff-4fd7-b5a5-cc65796cd0f3,08/07/2020 06:00:00,Trade Balance s.a.,MEDIUM,EUR
4ff7eaf8-d780-4c8c-8e89-d45355d47b52,08/07/2020 06:00:00,Exports (MoM),LOW,EUR
e3478d74-f846-46d4-9b5a-d94390925b54,08/07/2020 06:00:00,Industrial Production s.a. (MoM),MEDIUM,EUR
941e6a89-1405-4e90-a328-e055dab50cb9,08/07/2020 06:00:00,Imports (MoM),LOW,EUR
d409f605-e889-42a2-876d-6048d328ebfe,08/07/2020 07:30:00,Halifax House Prices (YoY/3m),LOW,GBP
1460337e-5177-4b8c-960f-a5795a085691,08/07/2020 07:30:00,Halifax House Prices (MoM),LOW,GBP
b5e3b0a5-053c-4e77-8f07-e5ab4211a35f,08/07/2020 08:00:00,Foreign Exchange Reserves (MoM),LOW,CNY
fb92149b-359d-437c-9b00-607600c5b612,08/07/2020 12:30:00,Participation Rate,MEDIUM,CAD
e35cfd18-e0d4-44e4-a751-81d44728e88d,08/07/2020 12:30:00,Net Change in Employment,HIGH,CAD
9fb924a9-34f5-44e9-8530-8dd69f00c664,08/07/2020 12:30:00,Unemployment Rate,HIGH,CAD
4597fd22-ed49-4b60-b650-a22745d0f631,08/07/2020 12:30:00,Average Hourly Wages (YoY),MEDIUM,CAD
ece7891c-255c-4941-8f00-1068dd811e90,08/07/2020 12:30:00,Labor Force Participation Rate,MEDIUM,USD
9e66d856-006b-4422-bf0d-28d277db2798,08/07/2020 12:30:00,Unemployment Rate,MEDIUM,USD
56796d31-a328-452e-938d-30a30030cffe,08/07/2020 12:30:00,Average Hourly Earnings (MoM),MEDIUM,USD
5e7ff049-2fa0-46ab-96a1-3b1048343ed1,08/07/2020 12:30:00,Average Weekly Hours,LOW,USD
7339981d-cdbd-4eae-a87f-4cd5f6ce77fb,08/07/2020 12:30:00,U6 Underemployment Rate,MEDIUM,USD
1464f823-72c9-4515-ba4c-8381840ef372,08/07/2020 12:30:00,Nonfarm Payrolls,HIGH,USD
96a21df0-792c-4457-8eee-cc328e497094,08/07/2020 12:30:00,Average Hourly Earnings (YoY),MEDIUM,USD
cbf79664-8afb-4fb8-b9fc-1d1bc36ad953,08/07/2020 14:00:00,Ivey Purchasing Managers Index,MEDIUM,CAD
b1f51c32-5ce7-4ea5-8d63-a6996ee2b955,08/07/2020 14:00:00,Ivey Purchasing Managers Index s.a,MEDIUM,CAD
e1c27dde-3d2c-45e6-a0ee-5d829ec56087,08/07/2020 14:00:00,Wholesale Inventories,LOW,USD
157b3ae7-c0c0-43cf-9ac3-6f9de2237e71,08/07/2020 17:00:00,Baker Hughes US Oil Rig Count,LOW,USD
c03a68cc-703d-46e5-b240-0ef33c323cf3,08/07/2020 19:00:00,Consumer Credit Change,LOW,USD
c88b681a-ef66-4bc2-9d10-0509f77b756c,08/07/2020 19:30:00,CFTC JPY NC Net Positions,LOW,JPY
21f7a291-84b8-4623-b47a-08cac9a42168,08/07/2020 19:30:00,CFTC Oil NC Net Positions,LOW,USD
8bf98b8d-5293-4194-b409-31d299db7617,08/07/2020 19:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
2fd9b088-e066-4958-83e9-c3a4952ad2f8,08/07/2020 19:30:00,CFTC Gold NC Net Positions,LOW,USD
9e16c297-c210-4d8a-8036-027fa12898be,08/07/2020 19:30:00,CFTC GBP NC Net Positions,LOW,GBP
a8d8792d-82d7-4fd7-9294-cff8bc417b65,08/09/2020 15:00:00,Mountain Day,NONE,JPY
3320f804-da0b-4330-a2bf-63ac1ec32ad5,08/10/2020 01:00:00,ANZ Business Confidence,LOW,NZD
7a1b862d-53b9-43bc-b7aa-94b2448834c6,08/10/2020 01:00:00,ANZ Activity Outlook,LOW,NZD
0deffbab-6109-4e0a-8eac-0bebee66dd17,08/10/2020 01:30:00,Consumer Price Index (MoM),MEDIUM,CNY
7ca9a511-5835-4b22-85b4-41842d27e52a,08/10/2020 01:30:00,Consumer Price Index (YoY),HIGH,CNY
b6cdb697-7d57-4bfc-b926-f13cc315b566,08/10/2020 01:30:00,Producer Price Index (YoY),MEDIUM,CNY
057fc08e-11a1-41a8-a090-440b58340b98,08/10/2020 14:00:00,JOLTS Job Openings,LOW,USD
f21d1b16-c1c5-4ffc-b5f2-58602a165215,08/10/2020 15:30:00,6-Month Bill Auction,LOW,USD
16e9f146-29c0-42a1-842c-6d0634889033,08/10/2020 15:30:00,3-Month Bill Auction,LOW,USD
bcf8e47a-df52-4943-8f84-8212d21654d5,08/10/2020 22:45:00,Electronic Card Retail Sales  (MoM),LOW,NZD
3d235781-b004-4da3-a16a-fb466caf6c7e,08/10/2020 22:45:00,Electronic Card Retail Sales (YoY),LOW,NZD
36923b62-63f0-4ac1-8c7a-e5108bee9cb3,08/10/2020 23:01:00,BRC Like-For-Like Retail Sales (YoY),MEDIUM,GBP
201c85b5-3ec3-459c-a884-23ebb7cade01,08/10/2020 23:50:00,Trade Balance - BOP Basis,LOW,JPY
39640a74-6f8b-4bbd-a2cf-2f7bda577744,08/10/2020 23:50:00,Bank Lending (YoY),LOW,JPY
3986774b-f1ef-4ac4-9767-bea98f94ee13,08/10/2020 23:50:00,Current Account n.s.a.,MEDIUM,JPY
feeb0478-a4ac-4f3f-aa99-1a809a8f54a6,08/11/2020 02:00:00,New Loans,LOW,CNY
3ec8cab6-a7ac-4915-a53f-5ebbb2b2b927,08/11/2020 05:00:00,Eco Watchers Survey: Outlook,LOW,JPY
4a57344e-32ac-42c7-8f7e-8959c281e360,08/11/2020 05:00:00,Eco Watchers Survey: Current,LOW,JPY
1ace00cb-1013-4e13-9254-3396bbb02b3f,08/11/2020 06:00:00,Average Earnings Excluding Bonus (3Mo/Yr),MEDIUM,GBP
8d62c167-d283-4364-8fdd-5c471a5088c3,08/11/2020 06:00:00,Employment Change,HIGH,GBP
bfd42980-1b13-489d-aab5-8676e2ba75f7,08/11/2020 06:00:00,Claimant Count Rate,MEDIUM,GBP
85b44d04-9c9f-4238-ad16-87a6d5addb87,08/11/2020 06:00:00,ILO Unemployment Rate (3M),HIGH,GBP
c68da481-2ed1-4008-a457-a4093b40bd7e,08/11/2020 06:00:00,Average Earnings Including Bonus (3Mo/Yr),MEDIUM,GBP
1093f077-aae0-4b2a-bd12-a6d251a73c8a,08/11/2020 06:00:00,Claimant Count Change,HIGH,GBP
f6b71e60-a48d-4e9a-bf7b-b464830fc685,08/11/2020 09:00:00,ZEW Survey – Economic Sentiment,MEDIUM,EUR
b391b0dc-8f3e-4633-9215-dda81e0110b3,08/11/2020 09:00:00,ZEW Survey – Current Situation,MEDIUM,EUR
f94b482e-ce43-4774-80c2-1759ac2858f2,08/11/2020 10:00:00,NFIB Business Optimism Index,LOW,USD
a1f30796-c29e-4144-81e3-b8c777ab8a00,08/11/2020 12:24:22,Housing Starts s.a (YoY),LOW,CAD
5c00f652-ceeb-4076-a5ac-0d6ee74940aa,08/11/2020 12:30:00,Producer Price Index ex Food & Energy (MoM),LOW,USD
152595d2-4e8f-4f25-a871-91f2597bd058,08/11/2020 12:30:00,Producer Price Index ex Food & Energy (YoY),MEDIUM,USD
93ab29fd-e6c1-4ffd-a778-d24b23158a6a,08/11/2020 12:30:00,Producer Price Index (MoM),LOW,USD
d1615552-0839-4df3-b3d2-dbbd6e5c981e,08/11/2020 12:30:00,Producer Price Index (YoY),LOW,USD
fbc9818a-0b7d-463d-ba66-a9e5f28e270f,08/11/2020 12:55:00,Redbook Index (MoM),LOW,USD
8149c4ee-5726-459e-a53e-ec2a6320323d,08/11/2020 12:55:00,Redbook Index (YoY),LOW,USD
a0978348-4fba-480b-9168-0f721446ea23,08/11/2020 17:00:00,3-Year Note Auction,LOW,USD
a835d74f-cc7a-4e6e-aff6-e94c030d1485,08/11/2020 17:00:00,52-Week Bill Auction,LOW,USD
1e6c7b08-6b6c-414a-84af-4abff99edd81,08/11/2020 20:30:00,API Weekly Crude Oil Stock,LOW,USD
801ba501-d9ca-498b-b19b-7d054fab0dc7,08/11/2020 22:45:00,Visitor Arrivals (YoY),LOW,NZD
3b091740-9725-46ce-aa48-3673fa38095f,08/11/2020 23:50:00,Money Supply M2+CD (YoY),LOW,JPY
2eeac3d4-42d7-406f-8c81-1a130a934d8a,08/12/2020 02:00:00,RBNZ Monetary Policy Statement,HIGH,NZD
1c30e874-a534-4910-8990-43b03e20e8ad,08/12/2020 02:00:00,RBNZ Interest Rate Decision,HIGH,NZD
8242709c-a197-4cf9-b116-5984928f64fc,08/12/2020 02:00:00,"Monetary Policy Statement ",HIGH,NZD
04cb3763-3fbd-4f70-b9a3-7fc683ab2478,08/12/2020 02:00:00,M2 Money Supply (YoY),LOW,CNY
682e690d-0b85-425b-a162-151da47fa024,08/12/2020 03:00:00,RBNZ Press Conference,HIGH,NZD
c84c88a7-0c1b-4bf7-9a2a-0c6cede6b0c0,08/12/2020 06:00:00,Manufacturing Production (YoY),MEDIUM,GBP
aa9c3485-1daf-49ee-85a7-1e30df4d678f,08/12/2020 06:00:00,Total Trade Balance,LOW,GBP
2813a711-6522-46fb-a9f5-5f41940d7756,08/12/2020 06:00:00,Gross Domestic Product (MoM),MEDIUM,GBP
9951e1a9-eb9a-49a9-a8a4-6826d7c903d1,08/12/2020 06:00:00,Index of Services (3M/3M),LOW,GBP
033636fa-99fe-483e-bd80-86e24e787c68,08/12/2020 06:00:00,Total Business Investment (QoQ),LOW,GBP
045470bd-8511-4136-8328-95da2907365f,08/12/2020 06:00:00,Gross Domestic Product (QoQ),HIGH,GBP
f9ad57d6-9746-4848-8de0-a00182f70fa6,08/12/2020 06:00:00,Industrial Production (YoY),LOW,GBP
b99e0693-6e2f-449f-86ee-b84b1942a290,08/12/2020 06:00:00,Manufacturing Production (MoM),MEDIUM,GBP
46e35646-42e8-4ec3-ba53-d7dcb08edc99,08/12/2020 06:00:00,Total Business Investment (YoY),LOW,GBP
1a111444-5fe8-4e41-b49f-dd9bd33f59ea,08/12/2020 06:00:00,Gross Domestic Product (YoY),MEDIUM,GBP
37eb8e06-d0c7-4b36-b0f4-ddb397baa8f8,08/12/2020 06:00:00,Trade Balance; non-EU,LOW,GBP
fcfee083-a8de-4332-a7ba-fa0676f14d1e,08/12/2020 06:00:00,Goods Trade Balance,LOW,GBP
aae01a40-d70d-4009-a797-fcc1c7c27ca6,08/12/2020 06:00:00,Industrial Production (MoM),MEDIUM,GBP
edd99d85-2053-43b1-937d-9b298a5d27cc,08/12/2020 10:01:53,10-y Bond Auction,MEDIUM,EUR
8d8032fb-8b37-4fa7-b7d3-5d004bb14d5f,08/12/2020 11:00:00,MBA Mortgage Applications,LOW,USD
92814afd-7aaf-45f4-8bb2-28f412c65748,08/12/2020 12:30:00,Consumer Price Index Core s.a,MEDIUM,USD
d46d7aab-5efc-48af-a2b1-4500bd21d158,08/12/2020 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
efc33a89-8738-4dcd-bc38-6aef6cb8ec0c,08/12/2020 12:30:00,Consumer Price Index (YoY),MEDIUM,USD
a3c77e57-b913-4917-845d-836a805ecc32,08/12/2020 12:30:00,Consumer Price Index n.s.a (MoM),LOW,USD
649be6b8-0239-49a2-b46a-c279fa8f21be,08/12/2020 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
8bfc7134-a409-4995-afe9-f10c5ffbd6ce,08/12/2020 12:30:00,Consumer Price Index (MoM),MEDIUM,USD
da2f69a0-5640-41ba-816b-0858bdca0887,08/12/2020 12:30:00,NIESR GDP Estimate (3M),MEDIUM,GBP
d81ea7c7-1f6d-4e02-8b81-ea4bbdb15fee,08/12/2020 14:30:00,EIA Crude Oil Stocks Change,LOW,USD
031482c0-ce7d-412a-ad2f-cf300791e6e3,08/12/2020 16:00:00,USDA WASDE Report,LOW,USD
3b21f7d8-5ed5-4b70-8438-97aeff4a8b72,08/12/2020 17:00:00,10-Year Note Auction,LOW,USD
7364d971-883b-4cb6-9e18-ab5499de2f6e,08/12/2020 18:00:00,Monthly Budget Statement,MEDIUM,USD
a9fba001-b548-4dfc-b9c5-0f29019c916d,08/12/2020 22:45:00,Food Price Index (MoM),LOW,NZD
9dc036ef-75de-44ce-9f7e-004f0eda1c88,08/12/2020 23:01:00,RICS Housing Price Balance,LOW,GBP
de1b35c8-80d1-47b7-82dc-31771e9ffaa0,08/12/2020 23:50:00,Producer Price Index (YoY),LOW,JPY
c0fff7fb-19a5-434a-afc3-d3d3c78e2100,08/12/2020 23:50:00,Producer Price Index (MoM),LOW,JPY
80a8b5ea-cc8b-4774-85fa-6fd17cb73f0e,08/13/2020 06:00:00,Machine Tool Orders (YoY),LOW,JPY
c5724e62-4115-4366-9395-4059a7d4f024,08/13/2020 06:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
7e99d141-c0ad-424d-9fef-4df48daf83a7,08/13/2020 06:00:00,Consumer Price Index (YoY),LOW,EUR
100eba27-5da5-4f07-8483-643b6bee0da5,08/13/2020 06:00:00,Wholesale Price Index (YoY),MEDIUM,EUR
02afc57c-0a9a-4b07-839c-76f7619ba98a,08/13/2020 06:00:00,Wholesale Price Index (MoM),MEDIUM,EUR
0e417abf-474d-4fc6-a8de-878d3778c33e,08/13/2020 06:00:00,Harmonized Index of Consumer Prices (MoM),LOW,EUR
3736080e-af51-47db-8779-d2e1c4462e4e,08/13/2020 06:00:00,Consumer Price Index (MoM),LOW,EUR
5866398e-965b-4368-8d0a-28e88ce35972,08/13/2020 12:30:00,Import Price Index (YoY),LOW,USD
67c04d89-c794-4641-915e-434a1d57b834,08/13/2020 12:30:00,Export Price Index (MoM),LOW,USD
e42f7003-8812-4b0c-a04d-7cfe28ba4270,08/13/2020 12:30:00,Import Price Index (MoM),LOW,USD
69744758-5d41-46c4-ae89-8402f4d67d78,08/13/2020 12:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
d0e762f1-f8ac-4ded-acd8-958c7138813d,08/13/2020 12:30:00,Export Price Index (YoY),LOW,USD
80ddcd81-bcd6-4967-9278-bc4190ab3ef9,08/13/2020 12:30:00,Initial Jobless Claims,MEDIUM,USD
03dca61d-94e5-43c8-b094-d15b70df8150,08/13/2020 12:30:00,Continuing Jobless Claims,MEDIUM,USD
c0c3b5a2-9211-4027-bf85-679063af71f2,08/13/2020 14:30:00,EIA Natural Gas Storage Change,LOW,USD
90717c4f-4d6d-4aea-8881-b7b12f249846,08/13/2020 15:30:00,4-Week Bill Auction,LOW,USD
a140b752-651d-44c0-a692-f83d1fb3aeae,08/13/2020 17:00:00,30-Year Bond Auction,LOW,USD
a656a6af-a075-4f22-bf72-269ee4139cbc,08/13/2020 21:00:00,REINZ House Price Index (MoM),MEDIUM,NZD
95447db7-846e-459d-a8f5-ce3bf5573b40,08/13/2020 22:30:00,Business NZ PMI,MEDIUM,NZD
d18bbcfe-76aa-47f2-bbfa-7b85c24f0674,08/13/2020 23:50:00,Foreign Investment in Japan Stocks,LOW,JPY
f945b667-be21-4f9e-93f0-ee737e853491,08/13/2020 23:50:00,Foreign Bond Investment,LOW,JPY
00e2ed6f-f8a2-48ec-9ae6-11d1457a3a66,08/14/2020 01:30:00,"House Price Index ",LOW,CNY
654fdaae-623f-4b69-9c79-491aa9e06f84,08/14/2020 02:00:00,Industrial Production (YoY),MEDIUM,CNY
6f17bf94-cbb0-4e58-9dd5-9408869cfed7,08/14/2020 02:00:00,Retail Sales (YoY),HIGH,CNY
42aeb078-2fc8-4668-8ba8-ae7190aa5b67,08/14/2020 02:00:00,NBS Press Conference,MEDIUM,CNY
ab7a1ae1-6ba3-435e-961e-f39cf0c4f504,08/14/2020 02:00:00,Fixed Asset Investment (YTD) (YoY),LOW,CNY
bec251c0-c8d0-4839-9417-31011c7a58d6,08/14/2020 02:00:00,FDI - Foreign Direct Investment (YTD) (YoY),MEDIUM,CNY
4757c483-939c-4185-81e4-28b820ad2891,08/14/2020 04:30:00,Tertiary Industry Index (MoM),LOW,JPY
9e973198-dec0-431a-ba26-06a77950815b,08/14/2020 12:30:00,Manufacturing Sales (MoM),LOW,CAD
1f0c7925-9390-4aa9-91f9-15813b564d80,08/14/2020 12:30:00,Unit Labor Costs,MEDIUM,USD
